Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX walks dogs together,PersonX finds steak in the fridge,PersonX makes spaghetti for dinner,{},PersonX walks dogs together|PersonX finds steak in the fridge|PersonX makes spaghetti for dinner,bring the pets around,bring the pets to,{},{},leashes,a park,{},{},{},{},{},{},{},{},{},{},cook for a meal,put on the pasta,{},{},pasta,sauce,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX lets dogs outside,PersonX plays basketball after school,PersonX forces back the door,{},PersonX lets dogs outside|PersonX plays basketball after school|PersonX forces back the door,open,take dog out,{},{},door,leash,{},{},put basketball in,play basketball,{},{},hoop,ball,{},{},pry open door,break door,{},{},crowbar,rock,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives voters a big smile,PersonX uses the copier for purposes,PersonX adds a car to PersonX's collection,{},PersonX gives voters a big smile|PersonX uses the copier for purposes|PersonX adds a car to PersonX,{},{},{},{},{},{},{},{},put into the copier to use,put into the copier to use,make a copy of using the copier,{},paper,toner,picture,{},purchase car to add to their collection,have car delivered to them,put collected car into,{},money,phone,garage,{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts placard in PersonY's place,PersonX receives the cut from the hands,PersonX pours oil on the waters,{},PersonX puts placard in PersonY|PersonX receives the cut from the hands|PersonX pours oil on the waters,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives the girl a shoe,PersonX puts notebooks in PersonY's backpack,PersonX takes cars to the ocean,{},PersonX gives the girl a shoe|PersonX puts notebooks in PersonY|PersonX takes cars to the ocean,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX welcomes cables from those companies,PersonX protects his home from damage,PersonX raises PersonX's glass to PersonX's lips,{},PersonX welcomes cables from those companies|PersonX protects his home from damage|PersonX raises PersonX,{},{},{},{},{},{},{},{},protect the home from damage,{},{},{},security,{},{},{},raise to lips,{},{},{},dish,{},{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings plates to the table,PersonX provides shots for patients,PersonX sees veins in PersonY's eyes,{},PersonX brings plates to the table|PersonX provides shots for patients|PersonX sees veins in PersonY,place on table,to place the plates upon,{},{},dishes,surface,{},{},administer shots,{},{},{},syringe,{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives kids a big smile,PersonX survives another elephant,PersonX sends mail away,{},PersonX gives kids a big smile|PersonX survives another elephant|PersonX sends mail away,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays frisbee with PersonX's dog,PersonX gives everyone a big smile,PersonX turns another page,{},PersonX plays frisbee with PersonX|PersonX gives everyone a big smile|PersonX turns another page,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX comprehends every book,PersonX makes cards immediately,PersonX lets dog inside,{},PersonX comprehends every book|PersonX makes cards immediately|PersonX lets dog inside,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX enters another room,PersonX immediately threw the ball,PersonX drinks the soda anyway,{},PersonX enters another room|PersonX immediately threw the ball|PersonX drinks the soda anyway,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX loads groceries into the car,PersonX buys lunch for the family,PersonX delivers up the donation to god,{},PersonX loads groceries into the car|PersonX buys lunch for the family|PersonX delivers up the donation to god,{},{},{},{},{},{},{},{},purchase lunch,{},{},{},money,{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX enters PersonX's father 's car,PersonX breaks wood in two places,PersonX takes scooters out for a ride,{},PersonX enters PersonX|PersonX breaks wood in two places|PersonX takes scooters out for a ride,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},road,asphalt,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts buns into the oven,PersonX gives computer back to PersonY,PersonX swings open the barrier,{},PersonX puts buns into the oven|PersonX gives computer back to PersonY|PersonX swings open the barrier,to cook the buns,to place in oven,to cook the buns,{},kitchen,buns,oven,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX provides food for the poor,PersonX evens took the pictures,PersonX needs another key,{},PersonX provides food for the poor|PersonX evens took the pictures|PersonX needs another key,{},{},{},{},{},{},{},{},to take pics,to take pics,{},{},a camer,a phone,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pushes PersonY's car back,PersonX follows PersonX's father 's map,PersonX dates back ruins,{},PersonX pushes PersonY|PersonX follows PersonX|PersonX dates back ruins,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds money in the yard,PersonX makes every cake,PersonX places a pin on PersonY's shoulder,{},PersonX finds money in the yard|PersonX makes every cake|PersonX places a pin on PersonY,{},{},{},{},{},{},{},{},bake the cake,make the cake,{},{},a oven,ingredients,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX selects the car best for you,PersonX loves PersonY's television dearly,PersonX repels bees by force,{},PersonX selects the car best for you|PersonX loves PersonY|PersonX repels bees by force,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},smack away the bees,protect themselves from bees,{},{},swatter,gear,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX spends francs abroad,PersonX detects tumors in patients,PersonX finds cigarettes in the parking lot,{},PersonX spends francs abroad|PersonX detects tumors in patients|PersonX finds cigarettes in the parking lot,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts PersonX's cards in order,PersonX puts PersonY necklace around PersonZ,PersonX divides the room into sections,{},PersonX puts PersonX|PersonX puts PersonY necklace around PersonZ|PersonX divides the room into sections,{},{},{},{},{},{},{},{},secure necklace,place necklace,{},{},clasp,hand,{},{},arrange in room,create another area,{},{},couch,chairs,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX studies bees every night,PersonX treats the cat well,PersonX applies the book to the study,{},PersonX studies bees every night|PersonX treats the cat well|PersonX applies the book to the study,{},{},{},{},{},{},{},{},feed the cat,brush the cat,{},{},food,brush,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX provides clothing to persons,PersonX makes cakes anyway,PersonX abolishes cigarettes in the states,{},PersonX provides clothing to persons|PersonX makes cakes anyway|PersonX abolishes cigarettes in the states,{},{},{},{},{},{},{},{},bake with,bake food in,{},{},flour,an oven,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a board game in the process,PersonX brings the food together,PersonX rejects every paper,{},PersonX plays a board game in the process|PersonX brings the food together|PersonX rejects every paper,hold board game,set board game on,{},{},box,table,{},{},set food on,eat food from,{},{},table,plates,{},{},mark as bad,throw paper in,{},{},marker,trash bin,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a tuba in the process,PersonX follows the forest whithersoever goeth,PersonX finds a penny somewhere,{},PersonX plays a tuba in the process|PersonX follows the forest whithersoever goeth|PersonX finds a penny somewhere,blow into,play,{},{},mouthpiece,wind instrument,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,,0.0,0.0,1.0,,
