Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits something hard,constructive,unreactive,not agressive,easy-going,responsible,not outraged,patient,dutiful,//,//,powerless,puny,patient,gentle,feeble,limp,weak,easy-going,wobbly,feeble,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows would die,inexperienced,scared,puzzled,weak,timid,wiggly,cautious,hesitant,unsure,mercurial,lighthearted,jaunty,dauntless,unafraid,happy,rosy,joyful,glad,bold,jolly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX discusses fully in chapter,stupid,incapable,uninformed,muffled,incompetent,daft,powerless,foolish,dense,unprepared,inept,untalented,incapable,unskilled,inexpert,unable,incompetent,clumsy,//,//,morose,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits the ball,green,green,unsure,incompetent,wee,helpless,incompetent,unskilled,unimportant,unskilled,miserable,irate,petulant,unhappy,surly,mad,gloomy,enraged,querulous,cantankerous,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX knows yet why PersonY died,gullible,impetuous,happy,idiotic,honest,joyful,jaunty,stupid,jolly,not devestated,delightful,attractive,encouraging,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX discusses later in the chapter,unfinished,partial,cursory,disorganized,numerical,confused,undetailed,superficial,uneducated,incomplete,not good.,//,//,//,//,//,//,//,//,//,not interested.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a basket,irritable,remorseful,querulous,blue,unhappy,glum,unexcited,subdued,melancholy,sad,blue,staid,sedate,querulous,shabby,wrathful,melancholy,livid,hideous,unhappy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lands on PersonX's back,unadventurous,cheerful,handy,lithe,afraid,not accident prone,weak,good,adept,unwilling,be_well,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits the ball hard,weak,shaky,feeble,powerless,defenseless,purposeless,flimsy,limp,fickle,flimsy,unexcited,churlish,querulous,anguished,sore,grave,surly,enraged,hideous,tranquil,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lands on PersonY's back,slow,healthy,inept,watchful,careful,discreet,clumsy,alert,prudent,tactful,unhappy,boring,not pain.,serious,unamusing,innocent,melancholy,unfunny,well-intentioned,//,brave,dauntless,unafraid,bold,not pain.,be_well,courageous,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX dishes the dirt,guarded,not absentminded,alert,not loose lipped,circumspect,methodical,not gossipy,vigilant,careful,fussy,grouchy,unsatisfied,fall_short_of,queasy,not that revenge was served,dissatisfy,jealous,//,//,//,cheerful,jolly,funny,jocular,radiant,carefree,lighthearted,overjoyed,lighthearted,jubilant
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a bath,rash,nonchalant,spotless,tidy,insensitive,insensitive,not stinky,clean,hot-headed,inconsiderate,not refreshed,murky,slovenly,shabby,unkempt,grubby,not cleansed,dirty,drugged,unfairly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits the bricks,not worn out,invigorated,populated,unlonely,not down-hearted,energized,loved,active,sociable,rested,nonchalant,reassure,unconcerned,nonchalant,jolly,carefree,oblivious,rested,gleeful,overjoyed,not like they understand why he had to stop the project,not disappointed and let down,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lasts two hours,dopey,not burned out,idiotic,unskilled,corny,stupid,not perserverant,green,indefatigable,rested,rested,humble,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a cast,macho,happy,muscular,steel,wealthy,cheerful,stout,masculine,stocky,strong,bad,dangerous,worse,shaky,badly,worsen,disadvantageously,aggravating,exasperated,insecure,unhelpful,lethal,spiteful,burdensome,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX dislikes PersonY,macho,servile,friendly,methodical,cute,outspoken,attracted,adorable,uncritical,attractive,not annoyed and irritated,not put off by persony,gratified,pleased,//,//,//,//,//,//,not unwelcome and unwanted,not maliced towards personx,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX hits the jackpot,ill-fated,poor,measly,woeful,unlucky,miserable,pitiful,woeful,unsurprised,paltry,petulant,remorseful,depressed,paltry,not like a winner,unhappy,clumsy,querulous,troubled,inept,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a credit card,unreliable,tepid,reckless,unenthusiastic,responsible,reckless,dense,listless,daft,responsible,not more secure,not mature.,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX divides PersonX's time,slovenly,confused,dispassionate,careless,thoughtless,disorganized,unorganized,unenthusiastic,apathetic,unconcerned,inexpert,unsatisfied,sad,surly,upset,anguished,grumpy,moody,irascible,miserable,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX holds PersonX's breath,wretched,pessimistic,pitiful,desperate,nonchalant,sedate,pessimistic,morose,disruptive,despairing,breathing,not out of breath,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does PersonX's makeup,vulgar,miserable,burdensome,unimaginative,ungenerous,uncreative,unfruitful,spiteful,selfish,uncreative,hateful,unsightly,gruesome,unattractive,repulsive,ugly,ugliest,boring,gruesome,disfigured,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a massage,abrupt,tense,flustered,restless,drafty,exciting,poor,windy,measly,turbulent,tense,restless,flustered,not refreshed,//,//,//,//,//,//,rested,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a medal,untalented,rusty,lazy,untalented,humble,unmotivated,rusty,noncompetitive,//,//,churlish,subdued,melancholy,inexpert,queasy,remorseful,unexcited,livid,grieving,cantankerous,humble,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does a bad job,vital,watchful,diligent,hasty,gleeful,brisk,athletic,active,studious,busy,versatile,undefeated,lighthearted,content,capable,able,adept,jolly,unashamed,proficient,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a promotion,dismal,miserable,moody,untalented,enraged,petulant,sulky,languid,lazy,morose,not like a champion.,not they feel accomplished,not exstatic,not successful.,not they feel grateful,//,//,//,//,//,not happy for x.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does a good job,helpless,reckless,unreliable,untalented,incompetent,lazy,green,rusty,unsuccessful,lost,gruesome,dismal,unable,sore,hideous,incompetent,glum,grumpy,irascible,grouchy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does much better,humble,fickle,discourage,not appeased,unambitious,lazy,unsteadfast,unimproved,inconstant,dissuade,morose,irascible,grieving,blue,irate,mad,crabby,incompetent,subdued,moody,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a promotion at work,incompetent,inept,unable,lazy,not deserving,incapable,untalented,lazy,clumsy,lost,not very happy,prickly,surly,cranky,anguished,blue,humble,unsuccessful,grouchy,livid,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does n't feel well,discreet,sick,meticulous,alert,daring,vigilant,watchful,portly,guarded,better,well,best,not sick.,healthy,sick,well,ill,keep_down,easy,healthy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a rash,stocky,strong,numb,muscular,crass,portly,beefy,healthy,daring,callous,ill,well,lighthearted,nonchalant,gratified,healthy,keep_down,be_well,well,ill,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does n't get the job,not downtrodden,jocular,rosy,merry,lighthearted,jolly,pleased,jubilant,happy,caducous,gleeful,hilarious,unangry,jolly,joyful,glad,overjoyed,radiant,lighthearted,jubilant,not sympathetic towards person a,not ready to help her get back out there again.,not sad because they've been through job-hunting.,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a summer job,querulous,plaintive,grouchy,grumpy,subdued,woeful,anxious,prickly,discouraged,evasive,humble,unhelpful,negligible,not overjoyed and excited,petty,not wealthier,useless,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does n't help much,active,infatuated,abrupt,unselfish,vivid,brisk,instructive,exciting,glamorous,fervent,nosy,ardent,vigorous,sentimental,ecstatic,curious,fastidious,hysterical,earnest,inquisitive,not unhappy that personx wouldn't help,overjoyed,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets a treat,unexcited,humble,sedate,deft,tranquil,accomplished,stuffed,nimble,adept,full,morose,irritable,remorseful,mad,churlish,livid,hideous,irate,petulant,sorry,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets all the supplies,incomprehensive,mercurial,unfinished,helpless,inefficient,incompetent,imbecile,naive,unskilled,partial,queasy,upset,spiteful,unwilling,unready,discontented,discontent,envious,lethal,unhelpful,sad,remorseful,glum,not appreciative,sorry,not thankful for the help,woeful,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX does n't know how to play,shrewd,excited,rested,studious,incurious,well-informed,meddlesome,academic,not unknowledgeable,interest,ordered,oriented,organized,clear,not sad because he doesn't know what he is doing.,systematic,not embarassed,not behind,clearheaded,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets an email,disinterested,uninterested,atypical,heedless,indifferent,unguarded,unimportant,petty,quixotic,daring,uptight,trifling,unruly,giddy,vexed,agitate,ardent,shocking,anxious,whirl,secret,hidden,demonic,shut,evil,disguised,insidious,miserable,barricaded,closed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets behind PersonY,intrepid,dauntless,brave,daring,masculine,bold,feisty,outspoken,shameless,courageous,interested,interest,interested,excited,intrigued,amused,intrigued,easy-going,patient,amused,not grateful.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gets behind the wheel,lost,inattentive,unsure,envious,doubtful,shy,oblivious,hesitant,anxious,heedless,motionless,immobile,energized,active,invigorated,unexhausted,//,//,//,//,//,//,//,//,//,//,//,//,//,//
