Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses forty pounds,unimportant,dull,usual,unnoticeable,unimpressive,undetermined,incompetent,unremarkable,unsure,standard,ordinary,plain,evil,rational,grouchy,demonic,fall_short_of,dissatisfy,normal,conventional,//,//,//,//,//,//,//,//,//,//,-1,-1,PersonX gains forty pounds.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fears PersonY attack,macho,plucky,confident,bold,brave,dauntless,unafraid,confident,assured,overconfident,unafraid,lighthearted,fearless,carefree,courageous,unafraid,dauntless,brave,dauntless,gleeful,grave,stifle,not resentment,unangry,subdued,staid,sedate,not anger,bored,tranquil,1,1,PersonX wants to fight PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting sick,tough,durable,unbreakable,happy,nutritious,healthy,upbeat,lighthearted,joyful,not unwell,happy,gleeful,joyful,jaunty,sick,jaunty,lighthearted,overjoyed,cheerful,hilarious,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is feeling healthy and strong
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes deaf,not freaked out,not older,aware,rosy,responsible,mindful,hopeful,dutiful,not worrisome,//,bold,unafraid,happy,jolly,content,radiant,jocular,rosy,jolly,jubilant,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX hears again
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses the ball,well-intentioned,accomplished,alert,nimble,wise,discerning,unfoolish,lithe,aware,quick-witted,tranquil,content,queasy,morose,not bad since it wasn't their ball,anxious,happy,unsatisfied,pleased,discontented,not devastated their favorite ball is gone,//,//,//,//,//,//,//,//,//,-1,1,PersonX gets the ball
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes down the khazi,alert,qualified,competent,watchful,thrifty,sober,circumspect,proficient,skillful,able,not like a failure,undefeated,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,-2,1,PersonX goes down the slide
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY pain,glad,unguarded,rash,merry,ferocious,crass,heedless,gleeful,daring,insensitive,unsympathetic,aloof,unfeeling,undemonstrative,spiteful,numb,chilly,not empathetic,cool,spiteful,ungrateful,//,//,//,//,//,//,//,//,//,0,0,personX is sad
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's girlfriend,sinful,gloomy,surly,hideous,grouchy,not geninune,biting,irate,morose,melancholy,morose,shaky,unloving,livid,churlish,wrathful,queasy,irascible,not obsessed,churlish,subdued,irate,upset,crabby,livid,enraged,miserable,moody,plaintive,querulous,1,0,personx hates personx's girlfriend
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is god 's gift,unaccommodating,ordinary,misbehaving,filthy,unimportant,improperly,mundane,not self-righteous,doubtful,intolerable,humble,reckless,modest,humble,irresponsible,unreliable,//,//,//,//,not like they have to put up with it,//,//,//,//,//,//,//,//,//,-1,-1,PersonX is satan's spawn.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY's hands,unaware,wide-eyed,unsurprised,inexperienced,lost,clueless,bewildered,unmindful,vacant,absent-minded,queasy,irritable,surly,crabby,melancholy,"not satisfied,and joyful.",irascible,anxious,gloomy,sore,ungrateful,lonely,not greatful,unloved,//,//,//,//,//,//,1,1,Person X doesn't see Person Y.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes food shopping,sad,unprepared,irresponsible,slovenly,infantile,immature,disorganized,unhappy,worried,discouraged,sore,hideous,empty,anguished,thin,cranky,churlish,cantankerous,queasy,not accomplished.,unsatisfied,discontent,restless,envious,upset,vacant,jealous,blank,queasy,discontented,1,1,PersonX goes shoe shopping
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's neighbor,freezing,spiteful,hateful,obnoxious,hostile,livid,querulous,quarrelsome,crabby,repulsive,unloved,lonely,not loving and caring.,not in love,//,//,//,//,//,//,not loved.,lonely,unloved,lonely,unloved,//,//,//,//,//,1,0,PersonX does not speak to PersonX's neighbor
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches in PersonY's throat,big,vast,immense,humongous,capital,whopping,gigantic,tremendous,tall,jumbo,not paniced,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,-2,-2,PersonX doesn't catch anything in personY's throat.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going camping,stative,calm,passive,grave,indolent,quiet,motionless,bored,lazy,not outdoorsy,brief,grave,unexcited,staid,not adventrous,calm,stifle,tranquil,sedate,serene,not expanded too,//,//,//,//,//,//,//,//,//,1,2,personx stays home
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY's pain,jubilant,jolly,overjoyed,callous,spiteful,unsympathetic,insensitive,insensitive,callous,jaunty,merry,not sad for the person,joyful,overjoyed,jocular,radiant,happy,rosy,jubilant,glad,cheerful,jocular,happy,hilarious,glad,radiant,lighthearted,overjoyed,joyful,jubilant,1,1,PersonX feels PersonY's joy
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's voice,diffident,hesitant,humble,generous,subdued,uncommunicative,bashful,shy,envious,reserved,not proud of themselves,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,0,PersonX hates PersonX's voice
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes moggy,standard,weak,aloof,regular,ordinary,normal,uninterested,flimsy,impotent,incurious,tame,not happy and excited,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,-2,-2,PersonX gets hyper
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches some zs,intolerant,lazy,discontent,jealous,rested,anxious,morose,excited,discontented,restless,numb,weary,grave,tired,dull,motionless,gloomy,"not re-energized, happy",slothful,enforce,//,//,//,//,//,//,//,//,//,//,2,-1,PersonX catches some fists
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot,unexcited,dull,unenthusiastic,chilly,unmoving,callous,unenthusiastic,unmoving,impassive,nonchalant,apathetic,unenthusiastic,calm,cerebral,indifferent,numb,not new sensations,unexcited,nonchalant,unaffecting,//,//,//,//,//,//,//,//,//,//,1,1,PersonX feels very little
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going on a camping trip,lazy,serene,staid,subdued,extinct,aloof,bored,dormant,grave,imbecile,grave,staid,unadventurous,subdued,unexcited,stifle,sedate,not thankful for the experience,serene,tranquil,//,//,//,//,//,//,//,//,//,//,0,0,PersonX is going on a world trip
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's girlfriend,volcanic,unloving,judicious,frigid,appalling,touchy,feeling,discrete,hate,unaffected,content,not in love,satisfied,unresentful,innocent,well-intentioned,//,//,//,//,unresentful,not unknowing,pleasant,content,comfortable,unashamed,satisfied,kind,//,//,-1,-1,PersonX hates PersonY's girlfriend.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches the thief,unadventurous,timid,chicken,stupid,weak,enforce,thoughtful,cautious,dopey,moronic,not like they have made things right,not victorious and happy,//,//,//,//,//,//,//,//,overjoyed,jolly,joyful,content,pleased,lighthearted,gleeful,tranquil,not like they have been caught,happy-go-lucky,-1,-1,PersonX loses the thief
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes night swimming,passive_voice,bashful,doubtful,motionless,dry,indolent,passive,lackadaisical,listless,anxious,aching,untalented,queasy,exhausted,inept,flimsy,limp,not refreshed,sick,ill,//,//,//,//,//,//,//,//,//,//,0,1,PersonX goes swimming during the day.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's neighbor,frosty,vicious,churlish,spiteful,severe,agonizing,quarrelsome,loathsome,remote,ornery,bad,miserable,evil,worse,"not happy,enjoyed",demonic,sneering,worst,//,//,//,//,//,//,//,//,//,//,//,//,0,1,PersonX loves PersonY's friend
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot better,slothful,weak,displease,disgusted,wobbly,anxious,feeble,puny,discontented,morose,wrathful,glum,prickly,blue,sore,anguished,irritable,melancholy,grieving,enforce,//,//,//,//,//,//,//,//,//,//,1,1,Person X feels terrible.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches three fish,unskilled,stifle,bored,unexcited,arid,deserted,calm,rusty,deserted,grave,not tired but happy,"not proud, relaxed and accomplished.",//,//,//,//,//,//,//,//,not happy for the person x that he/she got something.,//,//,//,//,//,//,//,//,//,1,1,PersonX  did not catch any fish.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going really well,subdued,sad,enraged,unskilled,irritable,querulous,sulky,petulant,anguished,lost,humble,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is sick
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX causes PersonY explosion,respectful,not manipulative,respectful,polite,not assisting,generous,unmalicious,tactful,not wreckless,forthright,tranqil,happy,confident,peaceful,reassure,content,composed,lighthearted,carefree,not angry at him/herself,praised,overjoyed,not furious,not super angry,respected,//,//,//,//,//,-2,-1,PersonX saves PersonY from drowning.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot of pain,generous,happy,good,wealthy,steel,stocky,joyful,merry,beefy,macho,not very regretful,good,cheerful,elated,merry,rich,generous,joyful,happy,wealthy,//,//,//,//,//,//,//,//,//,//,0,1,PersonX feels relaxed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's voice,irate,bored,displease,grouchy,not impressed,stupid,not appreciative,impetuous,rash,reckless,unhappy,grieving,petulant,cantankerous,blue,hideous,queasy,grumpy,prickly,not in love,wrathful,grouchy,surly,subdued,irascible,sulky,irritable,glum,prickly,grieving,1,1,PersonX hates PersonY's voice
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes on PersonY,repulsive,feeble,weak,dismal,scared,wobbly,puny,hateful,unadventurous,icy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,0,PersonX gets off PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going to be late,sharp,jolly,abrupt,starry,lively,hardworking,studious,carefree,tidy,energetic,happy-go-lucky,tranquil,pleased,unstressed,lighthearted,jolly,joyful,not rushed,unhurried,gleeful,unangry,//,//,//,//,//,//,//,//,//,1,1,PersonX is on time.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ceases to be,meek,cautious,rough,timid,frightened,cowardly,churlish,afraid,steep,not in heaven,alive,living,live,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,2,personx comes into existence
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves halloween,tranquil,calm,passionless,mature,stifle,sedate,not fun loving,bored,complicated,staid,untalented,subdued,staid,unexcited,tranquil,calm,bored,unresourceful,serene,uncreative,spiritless,listless,bored,not entertained,depressed,//,//,//,//,//,1,0,PersonX hates halloween
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a pain,not in pain,therapeutic,uninjured,healthy,be_well,beneficial,not pained,//,//,//,not in pain,be_well,not frusterated,be_well,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,1,PersonX feels fine
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is good for PersonY,cranky,biting,unfriendly,biting,icky,freezing,quarrelsome,cantankerous,nasty,saucy,sneering,discontent,queasy,not appreciated,envious,restless,worst,morose,bad,demonic,unloved,fall_short_of,jealous,grouchy,dissatisfy,lonely,unsatisfied,queasy,not appreciative of personx,not like a better person,1,0,PersonX pushes PersonY to do negative things
