Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सन १९८५ में दिल्ली में प्रत्येक १००० व्यक्ति पर ८५ कारें थीं ।,in 1974 every 1000 people in delhi had 74 cars,3-6 4-5 5-2 6-3 10-9,0-0 1-1 5-2 6-3 7-4 4-5 3-6 9-8 8-9 9-9 10-9 11-9 12-9,2,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मोहम्मद रफ़ी को उनके परमार्थो के लिए भी जाना जाता है ।,mohammed rafi is also known for his magnanimity .,0-0 1-1 4-7 6-5 7-3 8-4 10-2 11-8,0-0 1-1 10-2 7-3 8-4 9-4 5-5 6-5 3-6 2-7 3-7 4-7 11-8,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ऐसा माना जाता है कि उसने ही लाल-कोट का निर्माण करवाया था और लौह-स्तंभ को दिल्ली लाया ।,it was believed that only from him &amp;apos; lal-cot &amp;apos; was constructed and iron column brought to delhi .,1-2 4-3 7-8 12-12 13-13 14-16 15-17 17-18,11-1 0-2 1-2 2-2 3-3 4-3 6-4 7-5 7-6 7-7 5-8 6-8 7-8 7-9 10-10 12-12 13-13 13-14 13-15 14-16 15-17 17-18,8 9 16,0 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली का ऐतिहासिक महत्त्व उत्तर भारत में इसके स्थान पर है ।,the historical importance of delhi is due to it &amp;apos;s location .,0-4 1-3 2-1 3-2 8-10 10-5 11-11,1-0 2-1 3-2 1-3 0-4 10-5 4-7 7-10 8-10 9-10 11-11,5 6,6 8 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उस समय उपस्थित लोगोंने सत्यं शिवं सुन्दरम् ‌ की आवाज भी कानों से सुनी ।,the people present at that time also heard the sound of &amp;quot; &amp;quot; satyam shivam sundaram &amp;quot; . &amp;quot;,1-5 6-15 8-10 10-6 14-17,0-3 0-4 0-5 1-5 10-6 13-7 8-8 9-9 8-10 11-11 2-13 3-13 4-13 4-14 5-14 5-15 6-15 7-15 14-17,12,0 1 2 12 16 18
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ये उत्तर-पश्चिम से हट कर दक्षिण-पश्चिम दिशा में चलने लगती हैं ।,the winds start blowing from south-west instead of from north-west direction .,1-9 2-4 5-5 6-10 9-3 11-11,10-1 9-2 8-3 9-3 2-4 4-5 5-5 7-5 6-6 6-7 1-8 0-9 1-9 6-10 11-11,3,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जिन अभिनेताओं के लिए पार्श्वगायन किया,playback singing performed for the actors,1-5 3-3,4-0 4-1 4-2 2-3 3-3 0-4 0-5 1-5,5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली भारत के पांच प्रमुख महानगरों से राष्ट्रीय राजमार्गों द्वारा जुड़ा है ।,delhi has been connected with five metro cities of india through national highways,0-0 1-9 2-8 3-5 7-11 8-12 9-10 10-3,0-0 11-1 10-3 10-4 3-5 5-6 2-8 1-9 9-10 7-11 8-12,4 6 12,2 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वरुण ने कहा मेरे पाश और जल से यह बालक सदा सुरक्षित रहेगा ।,varuna said &#44; &amp;quot; &amp;quot; this child will be always protected from my influence and water &amp;quot; . &amp;quot;,0-0 2-1 5-14 6-15 7-11 8-5 9-6 10-9 11-10 13-17,0-0 3-0 1-1 2-1 8-5 9-6 10-9 11-10 12-10 7-11 3-12 4-13 5-14 6-15 13-17,,2 3 4 7 8 16 18
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आर्थिक स्थिति,financial status .,0-0 1-1,0-0 1-1 1-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पर रानी लक्ष्मीबाई ने हर कीमत पर झाँसी राज्य की रक्षा करने का निश्चय कर लिया था ।,laxmibai was firm about protecting the state of jhansi .,2-0 7-8 8-6 9-7 10-4 16-1 17-9,0-0 1-0 2-0 13-0 14-0 15-0 16-1 3-2 10-4 11-4 9-5 8-6 9-7 7-8 17-9,4 5 6 12,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वहाँ उनके अंदर कवित्वशक्तिका स्फुरण हुआ और वे संस्कृत में पद्य-रचना करने लगे ।,inside him evolved the poetic ability and he started writing sanskrit poems .,4-2 6-6 7-7 8-10 13-12,2-0 3-1 3-2 4-2 5-2 11-5 6-6 7-7 12-8 8-10 9-11 10-11 13-12,0 1,3 4 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार की संस्कृति मैथिली मगही भोजपुरीतिरहुत तथा अंग संस्कृतियों का मिश्रण है ।,the culture of bihar is mixture of maithili &#44; magahi &#44; bhojpuri &#44; tirhut and other subcultures .,0-3 1-2 2-1 3-7 5-13 9-6 11-4 12-17,1-0 2-1 1-2 0-3 11-4 10-5 9-6 3-7 5-8 5-9 5-10 4-11 5-12 4-13 5-13 6-13 7-13 8-13 6-14 12-17,,15 16
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",खानपान,food habits,0-1,0-0 0-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : राजधानी,category : capital,0-0 1-1 2-2,0-0 1-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चित्र दीर्घा,picture gallery,0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : भारत के केन्द्र शासित प्रदेश,series : - central administator teritory,0-0 1-1 5-5,0-0 1-1 5-2 4-3 2-4 3-4 5-4 4-5 5-5 6-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसको सुनने हेतु मोहम्मद रफ़ी और उनके बड़े भाई भी गए थे ।,to listen it &#44; mohammad rafi and elder brother also gone there .,1-1 3-4 4-5 5-6 7-7 8-8 9-9 12-12,1-0 0-1 1-1 2-1 0-2 3-4 4-5 5-6 6-7 7-7 8-8 9-9 10-10 11-10 12-12,,3 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार के बच्चों के लिए भी रैंचो का स्कूल,rancho &amp;apos;s school also for the children of bihar,0-8 1-7 2-6 4-4 5-3 6-0 8-2,6-0 6-1 7-1 8-2 5-3 3-4 4-4 1-5 2-6 1-7 0-8,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",द टाइम्स ऑफ इन्डिया,the times of india,1-1 1-1 1-1,0-0 0-1 1-1 2-1 3-1 2-2 3-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नागर प्रशासन,civil administration,0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1961 - हुस्नवाले तेरा जवाब नहीं -LRB- फ़िल्म - घराना -RRB-,1961 - there is no one like you -lrb- film-gharana -rrb-,0-0 1-1 6-8 9-9 10-10,0-0 1-1 2-2 2-3 2-4 2-5 6-8 7-9 8-9 9-9 10-10,3 4 5,6 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विभिन्न भाषाओं में संस्करण,different languages .,0-0 1-1,0-0 3-0 1-1 2-1 3-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चाणक्य विधि विश्वविद्यालय पटना,chanakya law university &#44; patna,0-0 1-1 2-2 3-4 0-0 1-1 2-2 3-4,0-0 1-1 2-2 3-3 3-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इतिहास में दिल्ली उत्तर भारत का एक महत्त्वपूर्ण व्यापार केन्द्र भी रहा है ।,in history &#44; delhi was an important commercial center of north india .,0-1 1-0 2-3 3-10 4-11 5-9 6-5 7-6 8-7 9-8 13-12,1-0 0-1 2-3 6-5 7-6 8-7 9-8 10-8 11-8 5-9 3-10 4-11 12-12 13-12,,2 4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वहाँ आकर उन्होंने देखा कि उनका परिवार सब नष्ट हो चुका है ।,coming there &#44; he see that all his family has been destroyed .,2-3 4-5 5-7 6-8 8-11 12-12,1-0 0-1 2-3 3-4 4-5 5-7 6-8 10-9 11-9 10-10 7-11 8-11 9-11 10-11 12-12,,2 6
