Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",solve PersonX's problem,work out PersonX's salvation,make PersonY estimate,Person X doesn't know what the answer to the problem is.,Person X is too upset to think clearly.,{},{},,{},Person X wasn't raised in a religious home.,Person X is an atheist.,{},{},,{},Person Y is a human being with free will.,Person X can't provide enough information for Person Y to make an estimate.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",solve PersonX's problem,work out PersonX's salvation,make PersonY estimate,PersonX has a low brain capacity.,PersonX's problems cannot be solved through thought.,{},{},,{},PersonX's fate lies in the hands of God.,PersonX does not understand how salvation work.,{},{},,{},PersonX cannot control PersonY.,PersonX does not know how to make an estimate.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonX's life,satisfy PersonX's wants,affect PersonY's life,PersonX is saved by the police.,PersonX goes to the hospital.,{},{},,{},PersonX must work.,There is no money.,{},{},,{},PersonY has not met PersonX.,PersonY does not like PersonX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonX's life,satisfy PersonX's wants,affect PersonY's life,There are too many people near Person Y.,Person Y is lazy.,{},{},on,It doesn't make sense.,Person X cant hear person Y.,Person Y does not speak clearly.,{},{},on,It doesn't make sense.,Person Y's work life be understood.,Person Y's life are unreasonable.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonX's life,satisfy PersonX's wants,affect PersonY's life,PersonX has children to take care of.,PersonX was Baker Acted.,{},{},,{},PersonX's job pays too little.,PersonX's fiance left.,{},{},,{},PersonY shut personX out.,PersonY doesn't speak the same language.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",invite PersonY to come,understand PersonY's feelings,send PersonX's son,PersonX's phone is disconnected.,PersonY already made plans.,{},{},,{},PersonX has never experienced those feelings.,PersonY won't tell them how they feel.,{},{},,{},PersonX can't afford it.,PersonX doesn't have a son.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",invite PersonY to come,understand PersonY's feelings,send PersonX's son,PersonX doesn't have enough room in the car for PersonY.,PersonX doesn't have enough money to pay for PersonY.,{},{},,{},PersonX has never gone through what PersonY has.,PersonX has a personal incentive counter to what PersonY wants.,{},{},,{},PersonX needs his son to study for the test on Monday morning.,PersonX wants his son to mow the lawn.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",invite PersonY to come,understand PersonY's feelings,send PersonX's son,PersonX does not know where PersonY is.,PersonY is forbidden to go to PersonX's house.,{},{},,{},PersonX has autism and thinks differently from other people.,PersonY doesn't show what they are feeling.,{},{},,{},PersonX's son is under the minimum age to go.,PersonX's son failed a test so can't go.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY's happy,go to PersonY's room,work one morning,PersonY is clinically depressed,PersonX always forgets something,{},{},,{},PersonX doesn't know which room is PersonY's,PersonX is sitting on the toilet,{},{},,{},PersonX's alarm didn't go off,PersonX was fired yesterday,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY's happy,go to PersonY's room,work one morning,the person refuses to be happy,they do not want to see personX,person Y is asleep,Person Y is ignoring them,,{},The door is locked and they are not home,there is something blocking the way,they do not have time before work,the building is on lock down,,{},the office will be closed,they have to work that day,somebody else already volunteered to work,they are over on the amount of hours they are allowed to have,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY's happy,go to PersonY's room,work one morning,PersonY is clinically depressed,PersonX is deployed at war,{},{},,{},PersonX is locked in the basement,PersonX has to go to the DMV for an appointment,PersonY locked the door,{},,{},PersonX overslept,PersonX is in the hospital,PersonX does not have a shift scheduled that day,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonX's money back,develop PersonX's skills,offer PersonX's hand,PersonX doesn't know where the money went.,PersonX used the product they spent the money on,{},{},,{},PersonX can't read.,No one will teach PersonX,{},{},,{},PersonX doesn't know how to do the project.,PersonX doesn't know where the work is being done.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonX's money back,develop PersonX's skills,offer PersonX's hand,PersonX loaned money to the wrong person.,PersonX got scammed out of money.,{},{},,{},PersonX doesn't have the money to go back to school.,PersonX doesn't understand the class and had to drop out.,{},{},,{},PersonX doesn't know how to do the job and cannot help.,PersonX has too much work of their own and not enough time.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonX's money back,develop PersonX's skills,offer PersonX's hand,They lose their receipt.,The store has a no refund policy.,{},{},,{},They have a bad attitude and won't try.,PersonX has no education.,{},{},,{},PersonX had their hand amputated.,PersonX has their hand caught in a tigers mouth.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",park PersonY's car,change PersonY's ways,write PersonY's name,PersonX lost their driver's license.,PersonX has been drinking to much to drive.,{},{},,{},PersonX is not going to be around for another two years.,PersonX has more important things to do.,{},{},,{},PersonX ran out of ink.,PersonX is illiterate.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",park PersonY's car,change PersonY's ways,write PersonY's name,PersonX has lost the keys.,PersonX hasn't learned to drive a car.,{},{},,{},PersonY is the authority of PersonY's life.,PersonX has no influence over PersonY.,{},{},,{},PersonX doesn't have a pencil.,PersonX hasn't learned how to write yet.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",park PersonY's car,change PersonY's ways,write PersonY's name,PersonY's car is a manual transmission,PersonX doesn't have their license yet,{},{},,{},PersonY is not ready to change,PersonX does not live close enough to help PersonY,{},{},,{},The pencils in the house are all broken,PersonY's name is written in a foreign language,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's way in the world,change PersonX's course,supplement PersonY's income,They don't have a passport to travel,They aren't legally allowed to fly due to a legal issue.,{},{},,{},The car they're driving is hydroplaning on the water.,Personx's direction is being blocked off by someone else.,{},{},,{},Personx is jobless and has no extra income,persony already asked someone else for help.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's way in the world,change PersonX's course,supplement PersonY's income,PersonX has no direction,PersonX can't afford college,{},{},,{},PersonX's steering wheel is locked in place,The course PersonX wants is all filled up,{},{},,{},PersonX is struggling to pay their own bills,PersonX wants PersonY to be independent.,{},{},,{}
