Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",wdQbdhv1q1YJ1jvGankMJw==,PersonX reads the procedure.,PersonX describes in detail later,PersonX follows the steps described.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iOobODIvEX+ha5ICftJzxQ==,PersonX sees a new wedding invitation,PersonX does n't want to go,PersonX makes an excuse.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",r/w0kTVXOGs9eAeLC7OhOA==,PersonX sees PersonY crying,PersonX dries PersonY's eyes,PersonX asks PersonY what's wrong
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",B175aBv+TBcrwm3nyUcIdA==,PersonX opens a store,PersonX cuts the ribbon,PersonX manages the store
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",f9+dE2JdGwCMhvJsGpWoew==,PersonX leaves work after a hard day,PersonX does n't want to go back,PersonX quits their job
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",djjnZd6Zz/ArCEDlwfc99w==,PersonX spends Thanksgiving with relatives,PersonX decides to leave,PersonX drives home
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",319i7mTgk7mcc3BHuVyptw==,PersonX is working at a salon.,PersonX dries PersonY's hair,PersonX accepts compliments from PersonY for their work.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oLK2ZQFKpQe701LEUunnzQ==,PersonX goes to see PersonY,PersonX deserves PersonY's attention,PersonX tells PersonY to pay attention
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",s2Mg6PdLvCqFnEEfkmEjcQ==,PersonX marks the right spot in the forest.,PersonX cuts the tree,PersonX saws a lot of logs.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zn+njSsa9u9Oun15LdunMw==,PersonX gets an emergency call,PersonX decides to leave early,PersonX heads to the hospital
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",RHnIEsy+ZqvNewY03BdB/w==,PersonX is meeting a friend after a breakup.,PersonX dries PersonY's tears,PersonX makes everything better for their friend.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",im08U6IU484aSBTGsF4sYg==,PersonX wakes up late,PersonX does n't want to go to school,PersonX calls in sick
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iV0pbzkHftOYZJ2tJWpVcQ==,PersonX needs wood for their fireplace.,PersonX cuts the tree down,PersonX moves wood into the house.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Q/tIP9FutLFv9HeQZcB+jQ==,PersonX accepts pay from PersonY,PersonX designs PersonY experiment,PersonX gives the notes to PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",D7lRbQCXgPipA7WvnaoG/g==,PersonX plays at the playground.,PersonX does n't want to leave,PersonX begs their mom to let them stay longer.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zK3BYZEKaNrgw8oslAsXAw==,PersonX is doing PersonYard work,PersonX cuts the tree down,PersonX stacks the wood
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",K891XFFg8ZRVHoiizKoD0Q==,PersonX declines the invite,PersonX does n't want to play,PersonX goes to bed instead
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",7vmRtFChgOWILdoFzJtiUQ==,PersonX agrees to the contract with PersonY,PersonX designs PersonY system,PersonX receives payment from personY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",a6AHXgdDIt+DnfoxaOzK5A==,PersonX sees PersonY crying.,PersonX dries PersonY's tears,PersonX asks what is wrong.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Oi2aYIJvxG/BYjnab2W93Q==,PersonX does not fit into PersonX's clothes anymore.,PersonX decides to lose weight,PersonX eats healthy and works out.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",GkS3mY1NRgLLvnTSadH5Dg==,PersonX buys a chainsaw.,PersonX cuts the tree down,PersonX cleans up the fallen debris
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XOIUOit2pzfjjsRLm0aO5A==,PersonX is in a debate club,PersonX determines PersonX's position,PersonX recites a forceful debate
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WdxlHTaOUNE6F87bB+bP/g==,PersonX don't like PersonY,PersonX does n't want to see PersonY again,PersonX avoids always person y
