Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",onymgGTZObwBLcCu2UafQA==,case,put the camera in,KazSNbIoux80FueAQPQWJg==,cardboard boxes,put DVDs in to carry,k4Lokql4tyMzsb5IOct9eg==,ticket,board with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cWYH1xkCTzLB2CHjoYqAVQ==,ax,cut wood,HlkZHkXDPD3Mtk0PHMFzWA==,change,insert into the machine,HG9/8/xWEp9kfKcuHH6RTA==,soap,clean stains
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",H5/kIx6QCvLFY9lBgrLjPA==,scarf,to stay warm outside,hmr1sEFf9vTCxqjjYco5BA==,identification,show identity,xn+ziURAR0ZMPs3Z4aDLXQ==,carrying case,hold the kitten
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TiMC4o3XE9XnpeP7RCOuRQ==,A police car,chase personX,LuvKyVg+owmNNqi/Wp0KcA==,garbage can,throw up in,sP13pipuC6D5ui2IheoH2g==,house,dwell in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5iS3g94yahSwr6aDYOuqzQ==,blanket,keep personY warm,cpioiu8HTsWCC8N+ZNU1Pg==,coaster,protect the counter,ju+JqwKKX+2sBO41zvjkPQ==,a van,drive to the lake
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HofBbhM6abAZYLHA0OmaWA==,firefighters,help the fire,fu2/WVEx3jyaY+tFxAXeRA==,jumpsuit,wear in prison,NBVl/uwSq16eHuoEWMo1eg==,a degree,allow them to practice medicine
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",A6/Rk1Be216TdU4ZG00VLw==,wrench,use as a tool,YrljZJuyxcx1+qF3VUSPAQ==,juice,wash down medicine,ROYlEYWL9B3EFJYxUzl6rQ==,bus pass,get on the bus
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",KEbVXdZudbwhenRS2iVlgg==,snow suit,protect themselves,Ht2ATMLIJ6mmw2qtwEB+/A==,car keys,hand over,+Jqmz/vNXtrsot0wddEU4g==,address,find the house
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",AZp1WiqZhY4fS9CXZF6Qtg==,An intranet,send the others an email,aMweB0QjqoXPhrBRrxjEGg==,alcohol,get drunk on,h2bW0T2C+CpniBpm0dymkA==,Trash can,Throw candy away
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DXtRz6L3ZrDI6C06A1FiKg==,map,find out where they are,OnhL3CBo4Q/1QnXrFV+g+w==,a mirror,see how to apply the makeup,CfAX5l/kmYIvVZWEJ+8PmA==,oven,to bake ingredients
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",A0q/7MCN5ORbNj1zOzij7A==,sunscreen,protect their skin,Md++rGN5StDhG9iInpvh6A==,an address,go to to meet PersonY,d/R5o1EPuvSGFrMo23QI4g==,list,write down who to invite
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",OFd+3cxFG39cVUggKH3ylg==,pool,jump into,DQkRq3p3jahUtzZyPXDElQ==,hat,keep head from getting frostbite,35Kg/KL6pz/W1MESrs532Q==,plane,ride in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",syLyJiafEdsw0xg2unUQXw==,a sink,rinse off the dishes,nLTYrGtgtSkEXTuL6uJRmA==,lunch box,keep lunch in,F1LatEBHyo+DzvIzUBce4Q==,A sick bag,keep close just in case
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uguiHyo2cRsxHEyMt0DYIg==,towel,dry off or lay on,feuh4okfm4GyRjISWhBsKA==,items,have X looking at to buy,46ORJMUqb4+ac3UztnPFWA==,connections,find out when the deal is on before everyone else.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",aevYO76Ik2Z0o+sAPUlOpQ==,toilet,sit on,Fv1izBcou8K5Zd1FsMhOcQ==,dollar bills,spend on stuff,y+4dtEa6t5DDqAwKCZji5g==,clipboard,drot down notes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",lFxnTDOKqBF/6AkqePiMLw==,hands,take hook out,QTmBNqJoXXmQiXMV7nY5lw==,A nice outfit,Wear to the party,w9AYilzwfH0xOscwk+gt2A==,event flyer,find out information
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",OffSsIn7jr912rYtVYNzCA==,Attire,be appropriately dressed,l3ri2/x8GTaNi2+JhHniuQ==,cards,bluff with,W+bgd/n94z3pRyBWYdFgeQ==,lever,pull and lose
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",r5bZv6xg5wS8pMdb9wVdNQ==,A timcard,Punch out before leaving,nLUDYP//LmjjVhtEIYQiSg==,uniform,play on the team,EnIJDvgKoSNhlDP2sBZFNg==,funds,pay for red meat
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5Rx8pK5kN/+i20LUaYe/yQ==,card reader,swipe debit card,Xb1UxtMtQ6r5Wp7UxHaAfQ==,couch,sit on while waiting,WQQUO5A02dByP99K2bEzbg==,transportation,get to the dealership
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",P51stZ9fBBwhmLykfP1BTw==,a coat,wear while travelling,HZX0iyrFgiiZ6gSRIyYOug==,Magnet,Pick up keys if found,sMYFhFnQ+XsZ2ep7QolS4Q==,dye,spread on hair
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",iwgDWbvQVl8wT5lZKUJHmw==,wood,build a fire with,FZ+TtcgOdPIa+ekPIqtdiw==,wins,make the playoffs,C48EvurLDm2gwy3e+si/fA==,towel,dry dishes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qgNYU/xYaXeZo5Sy9YOZ6A==,Keys,Start the car,k2Zbe0b4K367QsU9rvR/Ew==,cookware,cook the food,Ihi4HCEzX4AWt5aiAPz2+w==,Prescription,get new medication
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",okZYPYvN5n3B0K3MUSox0Q==,A baggage cart,Load personx's luggage onto,AzZrX4DcuYgAxRUuNfQ0wA==,a vehicle,transport to their destination,v8OdkC3WJfISDb08QfD2Mg==,drink,hydrate when overheated
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3u87BMmrTQwwPaNoSp/pWQ==,"soup, crackers, applesauce",to further make the story real,1DQCZq9UDm0qVuL+IbUmvQ==,barracks,live in,JRwtzdxVyWAnWDTrt+bv6w==,A chair,sit their friend in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",XHDMGFPjoXHC28J8uybdjA==,milk,make the meal tasty,52+sUMVxLuCn/4SWzU/pTg==,receipt,track the costs,7W1KH93zinCv2ADE8zaXlQ==,dolly,carry boxes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rayHLR7+IwXBBUzctjDJFQ==,stakes,keep the net in place,k76d3ZkQWh0N6G7NCttJzg==,ID,to show proof of identity,Pqr5qY/qLvatQ7oln0vdnA==,their wallet,purchase the food
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",z7vJvygO01x+QonqeHBrpA==,fork,pick up the meat,1bWmGMHb7IAcpaKarPmUCw==,A newspaper,search the job ads,6M08/+GA0XPJqxqspvS4VQ==,an ambulance,get to the doctor
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",12pvulXevqxxQZZCjVtAyw==,camera,take person's photograph,X+5Zx2RBlg5kOZDJmmgMXA==,walking shoes,walk in,XU0XeIWH7WZFdMIcLNCavQ==,a bottle,save the change
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",myVCU+mF+ujytV2uptU4KA==,a rack,choose dresses from,ksQBrzoexQ3A8xEB8Xc5yw==,dancing shoes,wear on feet,QiixVvMlpW34Nhj8a1S/UA==,stand,hold the music
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",9vNc8WvK38Rs2Xd/vivWWw==,spoon,to eat with,urUHzo+lc81dzeClIs7X5g==,towel,hold the bottle,9nxMycCnZfqTZEgQcQd9Yw==,finances,purchase puppy
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JsJ7P2d21W5mh/sohcKT7g==,a binder,tuck the brochure into,qe+b5ZUTuoizC3Rd3Wt5lw==,finances,purchase new toy,NZaNcT7bfjSNg6jz4rQ94A==,clothes,get dressed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bN6RL7R16k3PQfbkEahLxw==,lenses,put into the frames,Qng2gxGrBvuld8Rv57O4Hg==,pads,stay safe,CgwETI0iQ8vqAv3tYnAslg==,A stick,help break through the underbrush
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6IBn3uhgvFFFKIJ4a/Rcng==,brush,remove knots from hair,iMk4fjbbif4+czErxKhHAA==,blanket,cover them with to avoid blood,fLpuXbudzZIZ/IDKk7B/dw==,chairs,sit in while waiting
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8aprXmfjWSDaF1o4OCUqRQ==,friend,introduce new person,VOTAfwd2r5+QZ2Vi4QXclA==,boardgame,set up,Qgva59YrrNulWDuX5DYEnQ==,ride,get to the hospital
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",wsimtV65SSepnsvfTCga3Q==,ticket,see lottery numbers,uEkCsPATrgu5VlycOZGlRg==,menu,pick out the food,VI7H0XIxrsMU6DtFfhXgkw==,license,drive the auto
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zPanIRc6dPGPl7w1Zf3wew==,a computer,do their research on,JT7wA7chXAy459IiGo0qZA==,posted speed limit,learn appropriate speed,bkC80DOCTxph8oLr9Ne+Ww==,A load of papers,stuff in their briefcase
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",k/EW98WWi4+uei9aMFwTcw==,truck,drive to the location,D6Pu0ozZQ0uxDgvDe1WeQQ==,manuscript,look at,ieCQCZMfNRlYLMttyhZTuw==,drink,sell to people
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2ph3G3wTN89ez8uxFI5bsQ==,disc,put inside,WzcnGmfw6Mj1Gdeb8UtVzQ==,scissors,cut tape,j+idwnbA8KDGyQmCBhhsmw==,camera,photograph the event
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/1iLzoHbeukHsAS8nkYIhw==,purse contents,look through,ZYJNSrQye8LL7SzeSxxULQ==,a landline,pick up the receiver,4b3cbcxeLcTUq5Bqgnr42w==,cream,mix into his medium roast
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",VlK5vJceFUj+qXY9I91Jlg==,tray,carry dishes,qNnBKMTzfjj6dblnmdoeKQ==,Ticket,Get in line for the coaster,LbMABrZPlz7YVCACMGCLIQ==,bills,pay for the order
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",itnifMvAEplgSN0nnu/2PQ==,insurance,cover therapy,wuQFr1oBDMGohNCcPVK6zg==,transportation,get to the paint shop,wO0DQJ+pGLf+kSCrJvXNyA==,alarm clock,ensure PersonX gets up in time
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jL5wq4k3u6Yo+GBsxKZibA==,dog food,feed pet,8ma7k//1451zFzPaHJvvtg==,basketball,bounce on the court,AnDAro03Vna+tJM7jZoh1g==,application,get the job
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",4ndDfbUGidsq83pYzITkNg==,a bank account,save their money.,ldPtu48FqloYrGXoCQlLUg==,wipes,clean the binoculars,BY6iyT2CHgdQDI0utT12Rg==,notes,track their thoughts
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",BYTOe5hRoLKmAB9wTLlWaA==,guide,study from,H6+MS+8lsY8tECXcGEgH8A==,needles,make stitches,atHOOLObmd7PN3QwcNdSGg==,receipt,show payment
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",S/MwUuNJ6N/SfcUL7wkFGA==,buyer,buy it from,iIN3Jj8vXSTbyE7CoPozRA==,permit,hunt for animals,s7V8j5WqSIvpAlEOiSOLcg==,foot,push down the pedal
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rlFXlKnC+K+hBKqOPEcxPQ==,gasoline,fuel car,M1Jsp3V5NcstwNt+sYQnkA==,milk,mix ups and freeze,i7rLHLPU7vH6E+d5RYVmNg==,phone numbers,call people
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",xJZ+dyIb390IsUmy62eYcQ==,lighter,light cigarette,XM3+XxU3archllKR0zjMwg==,spare,put on wheel,xc+zufCGCBIEsrD3WZR0Lg==,scissors,use to cut
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7A7vOVySVanj9OMyONDC4Q==,basket,put the toy in,+w8jyQDBPbhHVZW3xJHqGw==,an exam,do badly on,o1MPG4Lud5e1x1rul5Yljg==,weather app,get today's information
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",419ywqONki6pBAZJ2loRfg==,textbook,follow along in class,9mqXMfarvvASjGHP54BFhw==,shipping label,mail the present to PersonY,CgcwwcfG4LzHS8JhPsyakg==,bus pass,go to the mall
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",tFZe5FnK7ttut8SRsvMw4Q==,pan,use on the stove,0nIzd1BLonlIOhxdDDEAhQ==,sponge,clean with,fSozNcwuIS0IYPDaMGrUsA==,booklet,read from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Xu4BQHCIJcUzhGYathgDYA==,lighter,light the cigarette before smoking,7Tt/higw5B012ZPapQZY3g==,keyboard,mix up sounds,nqur43vzDe+v8Pkfbx4CQA==,cash,{}
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",L2SoYRGUVTwmxVV6kC1YKQ==,ride,get to the daycare,pED4sWEw3dzUgZsY2JiZ6A==,broom,clean up,uwpNcsgHMMIGrrEi7ykOCg==,a pen,sign check
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kYF6dcU2FhzY9H+AtT8U7g==,a headband,pull their hair back,CPvPmB39/mQMHkr1B4gwWg==,stamps,mail the envelope,D73uQJ6QQ1tV9AEJfhWHHw==,wine,drink out of bottle
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",934HW4Krj1lU4C0Vtq6wvQ==,currency,pay private detective,D+VPPuZ9prXEfC7awdoIqQ==,A backpack,Carry their books,B7HnKZDh//i/JrlyailPRg==,Shoes,take off
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Q4kCkXU5kwZ1PPXbgQzUnQ==,buy furniture,furnish the house or apartment,2sx5P1Ti/PquTAjizwKlfg==,hands,hold the letter.,ifyghVW1qKWYuSKthUy74Q==,Boxes,hold their household items
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qPUlvkpgTQEXmIf4SDGQsw==,books,give to persony,zmuN3G+MbnvJHJNesrqnQg==,flowers,impress personY's mom.,ekzfZQrq8P81ITuNrU5uOA==,A car,drive to the gun shop
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",c4xQsY1Ck8q+mmLNw/HK2w==,notebook,make notes,NyKvEv8Ag9Jg6hyel0Mhwg==,fuel,sell X,f4uS4DjRuHJ/YhFuprGBnw==,luggage,take on the plane
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JLRr3homN3J8WpgUg0Cwdw==,case,put their phone in,dhFMCwdIGGIwZRKWytwNLw==,financial resources,accept the money,bspFZdg8Y68pCWXWHdnBaA==,heroin,get high from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",84WRIVrPq9v1BlFB4qencA==,A phone,recieve texts on,SUAIrlZf+xYj5yOd1WAozg==,shopping bag,carry item home,r3mY6r8H4hOElJ5v6Mud3w==,flashlight,see in shed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8J2dN9iqTRLMa7mh/xG0rQ==,strip of paper,unfold to read the name,/KkwYI60r9IYFZio2KQHVw==,tool shed,store the shovel in,00X5jTBPBVdX6H05dEcNGA==,bed,lay down in because they feel sick now
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",92nV2HGXlgbBdXI51M8uTw==,visor,block out the sun,OZRpmySuhV/irWx3Svdnxg==,pick,play the guitar,IFghwEya+Fv8Dzz61C0Olg==,soundsystem,play music
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",oRiHiTv5GLdOQoxAJSwPfg==,sword,deal the killing blow,hVfNi9yylKG0SUh1PuVOVg==,pencil,work problems,MmMY66ALLwt6RXg0njCVxQ==,couch,fall asleep on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",T4Abu9lP4UxttpilIjW7QA==,currency,to pay for the skates,PQEQQMGMl1wK+0Ghq2laWQ==,waterbottle,keep hydrated on the trail,Dx1H1roMTUB0P0xsnuzXQQ==,weapon,hold up the stranger
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zgbRJ8dbEZ7SvOXaoIHrEQ==,hammer,hammer in the nails of the hinge,/SNAnoJKF09IGn51aP/GqA==,finances,purchase home,7C/WMj35VTkG5JI0U0PQ2Q==,plastic wrap,cover the food
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Oc2uWNzSi9JrB8+pBXtKPQ==,restraining order,have the police serve PersonY with,Ek9E9BQ0X6/lPMWHIWp9bg==,lawyer,sue boss,sYen7IC5BuE79ft5lAsXXA==,ring,show proof of engagement
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ITLYUDV3N5psrVk3NA9MOA==,fuel,make it to Person Y,M3UDR2rOy4EHrVudnz18Sg==,headphones,hear the music,6MGXXJNDcGQPJb57S5T68w==,story,tell to the people
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8QcM5M/I0e2Rbmx8YLrCsw==,their credit card,order drinks with,btb0or0+6+rJ6+7v6D3WlQ==,a wallet,take out some money,EUnJLnHmVX222QiPNSl08w==,A game controller,pretend to use
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Mq2yW0o8vLXjjLxumk0tiw==,new suit,look professional,iuijPykA7d7Y9+9229N6fw==,A lottery ticket,have a chance to win,N0LPDMkM14NKhu42z+oK6g==,a bed,keep the pet comfortable
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HB8KIkJnNS3bNnfC0W190w==,sack,carry the items,clyC7OV5WP4S8BwD2m8bOw==,a backpack,carry rocks in,+3ca0GjnvAOLd6jeH2aYsg==,sheet music,keep track of lyrics
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",oTHo3JpkMl3APTnPJcicIQ==,job,maintain rent payments,lo8F+sS+BFjbrc47QYdubg==,full car insurance,allow personX to drive their car.,kOjYrqC4FeEHyi6HTcGv4w==,A fast car,race along the road with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",gR2bfYe4+HSPCIMqhieBPg==,Condoms,have safe sex,dkOvKFhu2MqsJst09FMr0g==,wood,start the fire,UuhKzKNVe9tEevJvNlhVWg==,briefcase,hold all of their job papers
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FuH46PHE5bzrxuc+02h4FA==,airbag,protect his face and neck,ufmCU/qW6EcFW8RvAsXeog==,store bag,go shopping,IKms/k1CWtGLpFduWQkrmg==,jelly,make a sandwich
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",vLlIxeU/aelxg/kqTtPHsA==,waterspout,get liquid from,BdIzRrGDSWw8+TlFd+gJIQ==,documents,officially pay,+BqGXEg6x48aunZT1MvpLA==,television,connect to PS4
