Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",84Yo+rTWmbRd7sokPBkKuQ==,PersonX has extra money,PersonX pays PersonY's medical bills,PersonX has less money,Beginning,drawer,keep their money in,W8PIZvvKcJEKWEGvdR1/mg==,PersonX is sad and meets at a funeral.,PersonX gathers PersonX's family,PersonX talks to their family about the funeral.,Beginning,a bag,carry their belongings,UCY2AY3ETJsnpJs9zhk4Vw==,PersonX Listens to their favorite music,PersonX practices hard every day,PersonX learns how to play their favorite music,Beginning,a cd,listen to their music.,Beginning|Beginning|Beginning,You need somewhere safe to keep money. A drawer can securely hold money and keep it hidden.,You need something to keep your belongings in. A bag can hold items to carry around.,A CD has music on it and can be played and listened to. Play the CD in a player to listen to the music.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",sISGKPO++KslCWIT5BCsFw==,PersonX pours a glass of wine,PersonX raises it to PersonX's lips,PersonX takes a big sip of wine,Beginning,bottle,get alcohol from,lyXxu3kquQr9Z6jt6wpzwQ==,PersonX looks for a person,PersonX finds a person in the sector,PersonX talks to the person,Beginning,yellow pages,search someone,IuTBJRGRqt1vUwjudflKsg==,PersonX picks up the camera.,PersonX takes many photos,PersonX prints the photos.,End,printer,get the pictures,Beginning|Beginning|End,Wine is stored in bottles and if you want to get a drink of wine you will need a wine bottle to pour the wine from.,"When trying to find a person who you don't know the number for, you will need to search in the yellow pages for their name and then use that to find their number listed.",The pictures that are on the camera can be seen digitally but if you want a physical copy to show people and pass around you will need a printer to print out the pictures.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",R4rdP/6hnruk8NUW5wisZg==,PersonX stayed out in the rain.,PersonX starts sneezing,PersonX takes a cold pill.,End,cough syrup,stop coughing,BB3WZLlRX2K9VBHP/SDxHA==,PersonX gets asked what kind of fuel their car uses.,PersonX puts gas,PersonX charges the payment to their credit card.,End,wallet,carry their mastercard,aqu+lOSr500KK82mthH0hg==,PersonX greets me with a smile,PersonX takes my order,PersonX gives me my order.,End,fork,to eat the pasta with,End|End|End,"You cough when you have a cold. Cough syrup suppresses coughs. If you want to stop coughing, you can take cough syrup",A wallet can hold credit cards. A mastercard is a kind of credit card,A fork has tines that can be used to scoop and spear food. Pasta is a food that can be scooped
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",MvfOftJJkJx0/IJpJnxUMg==,PersonX meets the love of her life.,PersonX gets married a PersonYear later,PersonX and her new spouse honeymoon in Hawaii.,Middle,rings,exchange during cermony,S9BbwN0J+bxmrjU/vOmY2w==,PersonX goes to the rave.,PersonX has a fun night,PersonX goes to the afterparty.,End,map,find directions to event,ychI9rf2vRAvIBS3Bmiw0Q==,PersonX receives a new game for Christmas,PersonX plays PersonX's new game,PersonX beats the game,Middle,rule book,read over,Middle|End|Middle,Rings indicate a person is married and often come in pairs for both the spouses.,Maps offer a visualization/overhead layout of a body of land so one can see where they are in relation to their surroundings and destination.,Rule books outline the parameters of the game which is deemed warranted and unwarranted so the game itself can be played fairly.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ibL79qtzQjH4HE13BlPkjQ==,PersonX receives a paycheck,PersonX pays PersonY dollars,PersonX walks away relieved,Beginning,bank slip,deposit the check,IPyd5hzEa8DcpQfq6au9PA==,PersonX offers to help me,PersonX gets my stuff together,PersonX carries my stuff to the car,End,cart,wheel items elsewhere,EozinvEFCLUbmsgUajJQTQ==,PersonX gets the suitcase from under the bed,PersonX packs my bags,PersonX makes sure i have plenty of underwear packed,Middle,clothes,fold up and put into bag,Beginning|End|Middle,Paychecks are deposited into the bank. Deposit slips must accompany deposits.,Carts enable a lot of things to be carried at once.,Suitcases are usually packed with clothes.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",E8WR+3FGmK5HWpE6pvJNFw==,PersonX hears their alarm clock.,PersonX gets a coffee,PersonX eats breakfast.,End,Frying pan,cook food,i3yYqQ3RyYFAd3bqkArUwA==,PersonX sits down at the grand piano,PersonX plays classical music,PersonX stands for applause,Beginning,paino,play music,GZ1axUzbwaRMowQVzbF1pA==,PersonX finishes making dinner,PersonX calls PersonX's kids,PersonX waits for everyone to come to the table.,Beginning,table,arrange the place settings,End|Beginning|Beginning,Frying pans allow you to cook food in a variety of ways. Food has to be cooked before it's eaten.,A piano is an instrument. People use instruments to play music,Person X will sit the food on the table. They will arrange the place setting to make the table look presentable.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",jFU5NHKN9fU1wEVKOF04jg==,PersonX gets startled,PersonX starts running,PersonX calms down,Middle,footwear,protect their feet,riwcg691i9H3icCGqt19Iw==,PersonX wants a new career,PersonX develops PersonX's skills,PersonX has a better less stressful job one PersonYear later,Beginning,resume,attach with any new job applications,yKdGmg0cDd2yt9igoReyZA==,PersonX picks some corn,PersonX divides the corn among themselves,PersonX cooks corn for dinner,Beginning,bag,carry the vegetables,Middle|Beginning|Beginning,"Footwear refers to shoes, boots or any other protective foot covering. You need footwear to protect your feet while running.","A resume is a document that details a person's professional qualifications. If you are looking for a new career, you need a resume to attach to any new job application.","A bag is a container. When you pick corn, you need a bag to carry the corn and other vegetables."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Q84NaxgRWeRgw5jE9dKVuA==,PersonX walks to the street corner,PersonX gets a taxi,PersonX gets dropped off at the bar,Middle,an address,tell the driver to go to,o8m16PwaY1tLfPBYSPsb1A==,PersonX flies on a plane to nyc,PersonX takes money to nyc,PersonX spend their money at a restaurant in nyc,Middle,car,arrive to the destination.,INiC31MDR64DyJR78caqGw==,PersonX breaks up with PersonY,PersonX exists without PersonY,PersonX asks someone new to go out to dinner,Middle,Bus pass,get on the bus home.,Middle|Middle|Middle,"When taking a taxi, you need to tell the driver the destination. It's better to give them an address because they may not know where the location is otherwise.",A car is a good way to get around a place when visiting.,A bus pass costs money because riding the bus isn't free. The bus needs money to operate so you have to pay. A pass will show the driver you've paid.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",pJaNXbxr1rTMHE1fX5raPA==,PersonX waits at the restaurant,PersonX eats with friends,PersonX pays for the bill,Beginning,chair,to rest in,WEXRv2Nk7jN5zi6o5NrhQg==,PersonX loses fishing job,PersonX moves back in with my parents,PersonX looks for new job,End,a newspaper,look in classifieds,JBR/q2PRnh1qJkaEJ5qzPA==,PersonX sees someone staring at his girlfriend,PersonX casts PersonY glance,PersonX sees the person look away when they catch eyes,Middle,sunglasses,remove so their eyes can be seen,Beginning|End|Middle,a chair is needed because waiting for a long time could make your feet hurt,a newpaper will have new job listings to look for a new job,sunglasses will make it more obvious they are giving a look
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",corHqMclSFKuQAFUwsy1ow==,PersonX prepares the ingredients,PersonX is cooking dinner,PersonX feeds their family,Beginning,money,buy items for recipe,4+BU9b4OTRHxno20HIMZ4Q==,PersonX studies hard for a test,PersonX passes the test,PersonX meets their friend to celebrate,Middle,phone,tell everyone,WIUlWgmtN57zCacoaFKe6A==,PersonX Misses PersonY terribly,PersonX takes a trip to PersonY,PersonX Stays for one week,Middle,suitcase,bring essentials along,Beginning|Middle|Middle,"If you want to prepare a certain meal, you need the proper ingredients.  Money can be used to buy those ingredients.","If someone is excited after passing a test, they'd want to share the news.  A phone is a device that allows you to quickly contact multiple people for news sharing.",A suitcase can make it easier to transport belongings.  You'd want to bring essentials belongings with your on a trip for convenience.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",rShbAzcs7p7qw48grrc43Q==,PersonX get out all the ingredients for candy.,PersonX makes candy,PersonX eats candy.,Middle,a mixing bowl,mix together the ingredients,bKuK8YAXxSjyXzIa5WNHNw==,PersonX goes to PersonY's house,PersonX takes care of PersonY,PersonX leaves to go home,Middle,soup,feed them,orQW1znFWEdbCYFdhw7HrA==,PersonX goes to the beach.,PersonX swims with PersonX's friends,PersonX dries off.,Beginning,sunscreen,apply to the skin,Middle|Middle|Beginning,Combine the ingredients to create the meal.,Provide the person with nutrients.,Protect themselves from skin cancer.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ogYUbwBPHZ62VqtdHy4naw==,PersonX buys shoes that are too small.,PersonX returns the shoes,PersonX shops for another pair of shoes.,End,funds,pay for the new shoes,S2A4owLuaX4lXYFP8keTIg==,PersonX gathers baking ingredients.,PersonX makes cupcakes,PersonX serves cupcakes to friends.,End,plate,put the sweets on,Pd1adD9cRYwo6urmdoLf1w==,PersonX crossed the street,PersonX never looked,PersonX walked into a car,End,taxi,travel down the street,End|End|End,You need money or funds to be able to buy and legally own good in human culture.,The plate is used to put the sweets on so you can serve up and eat.,A taxi is a vehicle that is a pay for use of transport.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",p6mMdG6ewNinZUx/ANdqYw==,PersonX visits a local music shop,PersonX buys the guitar,PersonX reads a book about learning guitar,Middle,credit card,complete the sale,buMft+Aq41JXTRDcuK8eQg==,PersonX walks to the park,PersonX plays chess with PersonY,PersonX collects the chess pieces and goes home,End,bag,to make carry the game easier on journey,h0k0y0cRIm5woiu/Yizg9Q==,PersonX works very hard on the project.,PersonX gets a promotion,PersonX goes out to celebrate with friends.,End,their wallet,take with them,Middle|End|End,A credit card will pay for the item so you can take it home.,A bag will hold all items in one place for ease of use.,A wallet usually contains cash for spending when you go out.
