Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BL17qCDBwnxXs1luqPv6uw==,PersonX takes classes,u7FjkncD/AkF/Naj+LkFDQ==,PersonX is close friends,Y5xoZHIP+vXNEIWU0LbUiQ==,PersonX loses the game,PersonX takes classes,PersonX is close friends,PersonX loses the game,studies for the upcoming test.,is going to visit their friend.,takes a long shower.,registers for classes.,finds out about a sickness with a friend.,misses the shot.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Pqom8RxYaEc+h7HvnGKbaQ==,PersonX feels nauseous,coqP76/7uGm6wbPb83PtUQ==,PersonX uses PersonY's thumb,2rMW1txodabOjjoQJ0mmeA==,PersonX plays games with PersonY,PersonX feels nauseous,PersonX uses PersonY's thumb,PersonX plays games with PersonY,throws up,{},wins most of the games,eats some spicy food,{},goes to a board game convention,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fgXc27RDpsMQdRnVYUbTgQ==,PersonX educates PersonX's children,LqOqY4FMP1yBZXxzgC6d9g==,PersonX lets get started,UeKoVlH+qoOSLoD+Bnt7BQ==,PersonX swears on a stack of bibles,PersonX educates PersonX's children,PersonX lets get started,PersonX swears on a stack of bibles,pays for PersonX's children's education,{},gives testimony,gives birth to children.,{},goes to court,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fYjvG+z9eK/VTi4zIFCViA==,PersonX hits a bump,jRHdQyxpd25zbP5TFPJi4Q==,PersonX has PersonX's hand in the till,ssRp/EvpyLbIZUWCIOqOLA==,PersonX sits at PersonY's computer,PersonX hits a bump,PersonX has PersonX's hand in the till,PersonX sits at PersonY's computer,spills their coffee on their lap.,safely retrieves the wallet.,writes his paper.,is driving to the store.,dropped his wallet in the till.,borrows PersonY's  computer.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Nn+hUJ7KCjtL+BRpBKKAIA==,PersonX celebrates christmas,Fm9ads7uqZ5ZcJmKWhfMyg==,PersonX sounds like a PersonY,62rt5agbC8i+SAVvTJKuPA==,PersonX invites PersonY's friends over,PersonX celebrates christmas,PersonX sounds like a PersonY,PersonX invites PersonY's friends over,is glad to have seen everyone and gives them a hug,laughs with his friend because he didn not know they sounded so much like each other,watches the football game with them and orders a pizza,goes over to his mom's house because he misses them,records his friends voice to see what they sound like,wants to see what his friends over doing,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",G3anibMnLkRG8PgbGJ274w==,PersonX pulls PersonY aside,FjQfjEtS2ySf85b4XtwaAw==,PersonX almost gave,Lvx3gJCC/p5wZy6BaVIMpQ==,PersonX starts talking,PersonX pulls PersonY aside,PersonX almost gave,PersonX starts talking,points out the dog feces on Person Y's shoe.,noticed the name of the charity was made up.,gets no response as the attendant is engaged on the phone.,smells a foul odor,saw a cup for donations,marches up to the parking ticket window.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xJqtDqigKjqFeOb8ry9IPQ==,PersonX slowly opened,XeHfuC6OuCJNg+0ZMTPG/w==,PersonX gives gifts,/hs0wj/mDWee09oHeQss8g==,PersonX left to PersonY's devices,PersonX slowly opened,PersonX gives gifts,PersonX left to PersonY's devices,{},opens their own gift.,{},{},participates in secret santa at the office.,{},on,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RrFoXQs2cJZozV86tcgxng==,PersonX stays late,+v+CCjs8o9btUSvF3jnxew==,PersonX gets some work done,G12mTY+TFSFgo8rHrfPOuA==,PersonX goes to the doctor for a checkup,PersonX stays late,PersonX gets some work done,PersonX goes to the doctor for a checkup,leaves work,goes home,leaves doctors,goes to work,gets to work,makes doctor appointment,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YGYV6RKI1dZVPVM6rfUSMQ==,PersonX has always wanted to go to,/3rYtifpKcrvyVPjlR8b4Q==,PersonX heads outside,J1lUotrVGYj2yMiBjf2SuQ==,PersonX holds PersonY tighter,PersonX has always wanted to go to,PersonX heads outside,PersonX holds PersonY tighter,bought the tickets a month ago,finds an apple tree,is crying,is driving to the amusement park,needs apples for their pie,is hugging PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",KuURozQ28naqK/AwwpwJ/w==,PersonX distributes in forms without permission,pG7OiExir2QhPtDLRoTxFg==,PersonX drives to the mountains,oxnMFiDBLcVtqmZUd3rzNA==,PersonX makes copies,PersonX distributes in forms without permission,PersonX drives to the mountains,PersonX makes copies,gets in trouble at work,goes hiking,walks back to desk,takes forms from the office,gets in PersonX's car,walks to the copy machine,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",tVaOW5cXTtZkBmyR9lTZfQ==,PersonX spends a day,vQbH/TWAeqAfXp7hzrGhLA==,PersonX buys PersonY's own shoes,mePdzI86W1tWeNm+ZujlSA==,PersonX renews PersonX's vows,PersonX spends a day,PersonX buys PersonY's own shoes,PersonX renews PersonX's vows,drives home at night,{},goes on a Honeymoon,went to their parents house,{},rekindled their marriage with PersonY,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",cECkz5AmAXEIE+9DgfwM3w==,PersonX sees PersonY's niece,3k/kckCOgMVa2N0cjEZkyQ==,PersonX kills PersonX's wife,X5sHLm4/CSkr0WlfvHpV3w==,PersonX is bullied at school,PersonX sees PersonY's niece,PersonX kills PersonX's wife,PersonX is bullied at school,speaks with PersonY's niece.,runs and hides from the police.,talks to their teacher about being bullied.,is at the mall.,is fighting PersonX's wife.,goes to school.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",rv0pFvTsLq/rxYEK4YzFeA==,PersonX wants to ride a horse,yABrTVEN38lDAT62zYjbdw==,PersonX eats crow,V5b6rJvqShI12tboMWGGIg==,PersonX gets sand,PersonX wants to ride a horse,PersonX eats crow,PersonX gets sand,approaches the owner,vomits throughout the night,digs a moat around the castle,walks around a farm,gets lost while hiking,builds a sandcastle,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NysIUm/EGQHf6fACy5cCvA==,PersonX posts a photo,mgkA3EUVoQfSwX4TW9oarQ==,PersonX does well on the test,LeLKNTEVjAPS8ZNWDqh8bQ==,PersonX decides to stop,PersonX posts a photo,PersonX does well on the test,PersonX decides to stop,likes PersonX's photo,gets an award,walks around the car,takes a selfie,takes a test,is sleepy,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",CD2hl/37wN0r9ptBrC/eNA==,PersonX leaves the place,gRQmsGeYRskl75sSHi9MfQ==,PersonX opens PersonX's gift,qtFUZFBoI1qt+Q+IhhRZ2g==,PersonX stills loved,PersonX leaves the place,PersonX opens PersonX's gift,PersonX stills loved,puts the groceries in the trunk,thanks PersonY for the gift,{},pays for PersonX's groceries,exchanges gifts with PersonY,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Oz+3a9nGXfzVo+YoB3Gz6g==,PersonX asks PersonY if would be,ZG6oKYSlSDTQ6yL7QynLHA==,PersonX eats too much candy,OUGdE2LuhNeGB5pDvOb5QQ==,PersonX hangs up PersonX's boots,PersonX asks PersonY if would be,PersonX eats too much candy,PersonX hangs up PersonX's boots,{},takes a long nap,warms up by the fire,{},goes to the candy store,plays in the snow outside,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OVOSiLvjIk0un6zkv5ymyQ==,PersonX lays upon PersonY,FSg1aqkpEf8aMb2AqC0nbQ==,PersonX drinks lots of water,y7jY3jjq4hzmIX4S7Gttcw==,PersonX plans PersonX's next trip,PersonX lays upon PersonY,PersonX drinks lots of water,PersonX plans PersonX's next trip,sleeps soundly,hops off the treadmill,pushes a tac into the map,was just born,runs on the treadmill,looks at a map,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Gk0QRcMB/iVIs7Ro8bB0mQ==,PersonX opens PersonY's gifts,HDDn/f0yUyS57WNjVUYxWw==,PersonX sails along the coast,MMzbvYAM5tBHJlxJuySe3g==,PersonX goes straight to bed,PersonX opens PersonY's gifts,PersonX sails along the coast,PersonX goes straight to bed,thanks PersonY'.,stops along an island,fell asleep in minutes.,receives a gift from PersonY.,set sail on boat.,changed into there pajamas.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",/Okz2trjjd0OXSZ93mKNDA==,PersonX leaves PersonX's post,kf4z+tAncPTpj+YuM8RbKA==,PersonX narrows PersonX's choices,xEGPxV712GGyi+p8FzUXKQ==,PersonX lets PersonY explain,PersonX leaves PersonX's post,PersonX narrows PersonX's choices,PersonX lets PersonY explain,is fired for leaving post.,buys a television.,is listening to PersonY explain.,is guarding a post.,is buying a television.,is talking to PersonY.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fgPxHGgjN9sv8SJOk08NEw==,PersonX begins playing,koG+hilDa03dJHi1EnrCcw==,PersonX becomes PersonY officer,B2KSrZbog0ZYMyNyRFsbHg==,PersonX feels very proud,PersonX begins playing,PersonX becomes PersonY officer,PersonX feels very proud,beats the first chapter,{},celebrates after the game,turns on his video game system,{},scores the winning touchdown,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xS4oC4EwR9EfxGSbxYAVew==,PersonX goes fishing together,q/Az+Ruc17prVxQ+8BvXQQ==,PersonX likes to sing,PM5IPDz1YGRDI756SK1sCg==,PersonX gets in PersonY's way,PersonX goes fishing together,PersonX likes to sing,PersonX gets in PersonY's way,{},joins a choir,apologizes to Person Y,{},takes singing lessons,walks on the crowded sidewalk,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",segAInohczi439WC3k0GXg==,PersonX finds gold,DsSUHD4CVCSmZhhE3N2yMw==,PersonX hangs PersonY's head,2a1q/3P7RgAtKd3bmV0PRA==,PersonX checks PersonX's pockets,PersonX finds gold,PersonX hangs PersonY's head,PersonX checks PersonX's pockets,takes the gold to a pawn shop,turns around to check on the dog,didnt find them,was digging on the beach,hits a dog with their car,is looking for their keys,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",tG7GTAqi75MvaR1lvKQL3A==,PersonX makes book,fwMx3g5lYC+HuCeSJ4y3Wg==,PersonX rides rides,TR4sOESAQaEvTed9c9npmQ==,PersonX rubs PersonY's nose,PersonX makes book,PersonX rides rides,PersonX rubs PersonY's nose,organizes coupons in the book,plays a game,rubs the paint off of PErsonY's nose,clips coupons,buys tickets at the fair,paints PersonY's nose,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",T4ctdsZtPbKDATnIsRNEUQ==,PersonX decides to keep it,J6cltJgsW76/M4efz+MXMw==,PersonX leaves PersonX's wallet,uFQ3v4KLE/fjJEQgFCjYJA==,PersonX sits on PersonX's hands,PersonX decides to keep it,PersonX leaves PersonX's wallet,PersonX sits on PersonX's hands,wears it daily,can't pay for gas,begins to sweat,finds a watch,rushes out of the door,is fidgeting,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mIiHaGBigRxPmrLcfUOg0Q==,PersonX looks at PersonY's hands,TLVCAFj7DwbgUURR4EgQNQ==,PersonX feels unprepared,Adt3SNOy1dPrcKUiKr/j8g==,PersonX gets back together,PersonX looks at PersonY's hands,PersonX feels unprepared,PersonX gets back together,removes PersonY's wedding ring.,gets nauseous with worry.,tapes the photo they tore up back together.,flirts with PersonY.,worked instead of studying.,talks on the phone with PersonY.,,,
