Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Lauren decided that would be a great idea and got them put on.,rocstories/feda60e5-c71e-4802-9501-3e290952013a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He decided to test out his new stereo.,rocstories/80e4aebd-9f72-4b86-a801-250d14c867a5/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kate and Natalie loved climbing a magnolia tree in their yard.,rocstories/bc297cb7-3fa3-461f-8ee4-44e0b670e53c/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Shirley's neighbor kept seeing packages delivered to Shirley's house.,rocstories/f1c5dd9f-3a9b-456d-864d-9b7d512bf787/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Every chance she got, she rode her horse Brownie.",rocstories/236d9ded-1280-4230-a900-18fd1a033ad1/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She went to the dance and the emcee told her that the dress was wrong!,rocstories/b97edde2-a0c1-4d3a-8f35-8fcaea75d6c7/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her and her husband loaded up in the car and sped down the highway.q.,rocstories/28ce8b81-a0fb-4d10-b3fe-4fd906f8c1bb/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",But he did as he was asked to keep a roof under his head.,rocstories/f458815f-6bd3-413d-920a-f6024b4feee3/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John needed to create a new presentation for his job.,rocstories/d2ce17ba-4fec-4e76-b8e6-e2e473988bb5/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Danny called his parents to bail him out.,rocstories/162ab5d8-f894-41fb-9235-5c8a727e217c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When she got to class, she fell asleep.",rocstories/25dd48a7-3002-4aab-812b-f3190bad04fa/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It was about Lisa's surprise party.,rocstories/37f67a5e-5246-4089-9dfe-aaff9fdf6092/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",David realized his marriage was at stake.,rocstories/ee932bb9-75d2-400a-ae35-b9d0a8b6f029/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I knew my fund wouldn't be going for the whimsical wishes I'd planned.,rocstories/cf92fce3-37a7-4637-af52-8a78d640ffed/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She could eat them all day except they aren't very healthy.,rocstories/05e1f48c-3bff-4d30-9559-a8c34d5a7035/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Eventually he bought a hat even if he despised them.,rocstories/8c385eb9-b6eb-4ff5-8f16-a4aacf962624/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John also really likes the new town that he lives in.,rocstories/80af8379-b27b-493b-9694-d492e3d940cc/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Even though the cake turned out badly, I gave it to my friend.",rocstories/222a5f43-45cf-4e60-bb75-e4f48b26eb1b/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",By the time he was outside he noticed cops pulling up.,rocstories/0d2d9ec2-f8fb-416e-b841-bc6eb69d0285/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When Pat visited her grandparents on the East coast, she was thrilled.",rocstories/13d05264-8d73-4e5e-affa-618a34991224/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She got her favorite thread to make the sweater.,rocstories/5fbb9391-b07d-4353-ab9c-812e75b733dd/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He did very well answering all the questions asked of him.,rocstories/838bf8fa-5618-48b9-86af-42aae2e3d300/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She decided to work for her own money.,rocstories/4e6d6ef0-f334-40f1-ae59-e07ca25b9edb/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When his tank was full he paid and got ready to leave.,rocstories/78a719cf-5992-414e-b0a1-9ee415438e93/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Mary was miserable and thought she would have to miss prom.,rocstories/51d0f0d3-d4f9-440b-b82f-6818ec3c98d5/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She paid one handsomely so she could find her a handsome man.,rocstories/5640a91c-3a02-4605-8c69-78775c840082/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I jumped in my car and went to the big grocery store in town.,rocstories/59e09a52-db33-4222-97a2-093bca1ddb1c/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Just as he walked in, he saw the hammer sitting beside the couch.",rocstories/705f3c5a-778f-432f-82d0-95615e4f38e4/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kate told police her car was repossessed while she was in the store.,rocstories/06deb8a5-396e-4850-be45-22bef88441b0/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her friends decided to help by making her drive and encouraging her.,rocstories/429a0c9d-48c4-4009-87d2-488e4aa9b973/sentence4/original
