Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps,yes,,{},"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps,no,,{},"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps,yes,,{},"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps,yes,,{},"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",clasps,no,,{},"Crouching, Lockett clasps his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type,no,,{},Charlie dumps some papers into it in a feeble start to type up.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type,yes,,{},Charlie dumps some papers into it in a feeble start to type up.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type,no,,{},Charlie dumps some papers into it in a feeble start to type up.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type,yes,,{},Charlie dumps some papers into it in a feeble start to type up.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to type up.,type,no,,{},Charlie dumps some papers into it in a feeble start to type up.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds,yes,,{},"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds,yes,,{},"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds,no,,{},"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds,yes,,{},"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",folds,no,,{},"Crouching, Lockett folds his hand, touches the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs,yes,,{},"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs,yes,,{},"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs,no,,{},"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs,yes,,{},"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",puffs,yes,,{},"Sam puffs his baseball cap on, then wipes his nose on the back of his hand.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects,yes,,{},"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects,yes,,{},"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects,yes,,{},"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects,no,,{},"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",inspects,yes,,{},"Crouching, Lockett kisses his hand, inspects the gravestone, then strolls away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down,yes,,{},"Guerrero through the haze, bullet shells rain down the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down,yes,,{},"Guerrero through the haze, bullet shells rain down the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down,yes,,{},"Guerrero through the haze, bullet shells rain down the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down,yes,,{},"Guerrero through the haze, bullet shells rain down the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells rain down the dirt.",rain down,yes,,{},"Guerrero through the haze, bullet shells rain down the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted,yes,,{},"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted,yes,,{},"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted,no,,{},"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted,yes,,{},"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",silhouetted,no,True,{},"Back in the forest, the setting sun brightens and Sam silhouetted form vanishes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter,yes,,{},"Guerrero through the haze, bullet shells litter the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter,yes,,{},"Guerrero through the haze, bullet shells litter the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter,yes,True,{},"Guerrero through the haze, bullet shells litter the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter,yes,,{},"Guerrero through the haze, bullet shells litter the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells litter the dirt.",litter,yes,True,{},"Guerrero through the haze, bullet shells litter the dirt.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides,no,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",strides,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strides away.",,
