Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX puts  behind PersonY,each other,xIntent,0.37483543,454,intent of PersonX,PersonX puts  behind PersonY,to help,xIntent,0.33159697,454,intent of PersonX,PersonX puts  behind PersonY,to be helpful,xIntent,0.33069253,454,intent of PersonX,PersonX puts  behind PersonY,to be mean,xIntent,0.3092163,454,intent of PersonX,PersonX puts  behind PersonY,b,xIntent,0.30567545,454,intent of PersonX,PersonX puts  behind PersonY,i breath deeply in relief,xIntent,0.30419657,454,intent of PersonX,PersonX puts  behind PersonY,their watch back,xIntent,0.2928681,454,intent of PersonX,PersonX puts  behind PersonY,something on their face,xIntent,0.25716618,454,intent of PersonX,PersonX puts  behind PersonY,the crowd,xIntent,0.25644585,454,intent of PersonX,PersonX puts  behind PersonY,themselves,xIntent,0.24494609,454,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX puts  in a bowl,to eat,xWant,0.609283,187,PersonX might now want to,PersonX puts  in a bowl,to eat something,xWant,0.51446366,187,PersonX might now want to,PersonX puts  in a bowl,to drink water,xWant,0.48566866,187,PersonX might now want to,PersonX puts  in a bowl,to eat it,xWant,0.4399505,187,PersonX might now want to,PersonX puts  in a bowl,get a drink,xWant,0.38824344,187,PersonX might now want to,PersonX puts  in a bowl,drink water,xWant,0.37898123,187,PersonX might now want to,PersonX puts  in a bowl,to go to the store,xWant,0.37883404,187,PersonX might now want to,PersonX puts  in a bowl,to drink some water,xWant,0.35001576,187,PersonX might now want to,PersonX puts  in a bowl,to rest,xWant,0.33659533,187,PersonX might now want to,PersonX puts  in a bowl,to eat dinner,xWant,0.31771287,187,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX comes within PersonY's reach,each other,xIntent,0.39093316,455,intent of PersonX,PersonX comes within PersonY's reach,i breath deeply in relief,xIntent,0.328868,455,intent of PersonX,PersonX comes within PersonY's reach,their watch back,xIntent,0.30686772,455,intent of PersonX,PersonX comes within PersonY's reach,their helmet back,xIntent,0.2817664,455,intent of PersonX,PersonX comes within PersonY's reach,b,xIntent,0.2724076,455,intent of PersonX,PersonX comes within PersonY's reach,their dress,xIntent,0.26756242,455,intent of PersonX,PersonX comes within PersonY's reach,the crowd,xIntent,0.26382583,455,intent of PersonX,PersonX comes within PersonY's reach,something on their face,xIntent,0.26089692,455,intent of PersonX,PersonX comes within PersonY's reach,their makeup,xIntent,0.25869548,455,intent of PersonX,PersonX comes within PersonY's reach,a lot of things,xIntent,0.24501503,455,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX hands it to PersonY,to help PersonY,xIntent,0.5960212,188,intent of PersonX,PersonX hands it to PersonY,to help,xIntent,0.5392332,188,intent of PersonX,PersonX hands it to PersonY,to be helpful,xIntent,0.49871764,188,intent of PersonX,PersonX hands it to PersonY,helpful,xIntent,0.46176004,188,intent of PersonX,PersonX hands it to PersonY,i breath deeply in relief,xIntent,0.3928092,188,intent of PersonX,PersonX hands it to PersonY,to help person y,xIntent,0.37397188,188,intent of PersonX,PersonX hands it to PersonY,each other,xIntent,0.34460783,188,intent of PersonX,PersonX hands it to PersonY,b,xIntent,0.3360076,188,intent of PersonX,PersonX hands it to PersonY,nice,xIntent,0.31477538,188,intent of PersonX,PersonX hands it to PersonY,to be nice,xIntent,0.29795486,188,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX contains within itself the,none,oReact,0.9661958,456,reaction of others besides PersonX,PersonX contains within itself the,their virginity,oReact,0.39363003,456,reaction of others besides PersonX,PersonX contains within itself the,goes to his friend,oReact,0.32060033,456,reaction of others besides PersonX,PersonX contains within itself the,the crowd,oReact,0.26535797,456,reaction of others besides PersonX,PersonX contains within itself the,each other,oReact,0.2517937,456,reaction of others besides PersonX,PersonX contains within itself the,curious,oReact,0.25165394,456,reaction of others besides PersonX,PersonX contains within itself the,PersonY's love,oReact,0.22663495,456,reaction of others besides PersonX,PersonX contains within itself the,paranoid,oReact,0.22128542,456,reaction of others besides PersonX,PersonX contains within itself the,their makeup,oReact,0.2161822,456,reaction of others besides PersonX,PersonX contains within itself the,their own bike,oReact,0.20478927,456,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gives notice,to make sure everything goes smoothly,xWant,0.43677258,189,PersonX might now want to,PersonX gives notice,receive feedback,xWant,0.40963724,189,PersonX might now want to,PersonX gives notice,i breath deeply in relief,xWant,0.3815218,189,PersonX might now want to,PersonX gives notice,to part ways,xWant,0.29622144,189,PersonX might now want to,PersonX gives notice,go home,xWant,0.29164144,189,PersonX might now want to,PersonX gives notice,to follow up with PersonY,xWant,0.2915175,189,PersonX might now want to,PersonX gives notice,to make a decision,xWant,0.28611788,189,PersonX might now want to,PersonX gives notice,to leave,xWant,0.28030324,189,PersonX might now want to,PersonX gives notice,to be thanked,xWant,0.27274686,189,PersonX might now want to,PersonX gives notice,to apologize,xWant,0.27152392,189,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX keeps PersonY long,to thank PersonX,oWant,0.5491102,457,others besides PersonX might now want to,PersonX keeps PersonY long,to yell at PersonX,oWant,0.5039483,457,others besides PersonX might now want to,PersonX keeps PersonY long,to cry,oWant,0.44861898,457,others besides PersonX might now want to,PersonX keeps PersonY long,thank PersonX,oWant,0.44379967,457,others besides PersonX might now want to,PersonX keeps PersonY long,to part ways,oWant,0.39542118,457,others besides PersonX might now want to,PersonX keeps PersonY long,to say thank you,oWant,0.39332163,457,others besides PersonX might now want to,PersonX keeps PersonY long,i breath deeply in relief,oWant,0.39047927,457,others besides PersonX might now want to,PersonX keeps PersonY long,go home,oWant,0.38957843,457,others besides PersonX might now want to,PersonX keeps PersonY long,to leave,oWant,0.3797903,457,others besides PersonX might now want to,PersonX keeps PersonY long,to interact,oWant,0.35001096,457,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX hops in PersonX's car,to go somewhere,xIntent,0.4305522,190,intent of PersonX,PersonX hops in PersonX's car,to get in the car,xIntent,0.3441022,190,intent of PersonX,PersonX hops in PersonX's car,to get somewhere,xIntent,0.31329176,190,intent of PersonX,PersonX hops in PersonX's car,switching to new mobile,xIntent,0.30001557,190,intent of PersonX,PersonX hops in PersonX's car,to drive,xIntent,0.27875224,190,intent of PersonX,PersonX hops in PersonX's car,b,xIntent,0.27686357,190,intent of PersonX,PersonX hops in PersonX's car,to be helpful,xIntent,0.27280256,190,intent of PersonX,PersonX hops in PersonX's car,their makeup,xIntent,0.27060872,190,intent of PersonX,PersonX hops in PersonX's car,shiny,xIntent,0.26910388,190,intent of PersonX,PersonX hops in PersonX's car,to relax,xIntent,0.26816314,190,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX traps inside,brave,xAttr,0.6240936,191,attributes of PersonX,PersonX traps inside,dominant,xAttr,0.61498994,191,attributes of PersonX,PersonX traps inside,strong,xAttr,0.53258973,191,attributes of PersonX,PersonX traps inside,commanding,xAttr,0.51526755,191,attributes of PersonX,PersonX traps inside,sure of themselves,xAttr,0.45612407,191,attributes of PersonX,PersonX traps inside,stubborn,xAttr,0.43145096,191,attributes of PersonX,PersonX traps inside,quick,xAttr,0.4313544,191,attributes of PersonX,PersonX traps inside,determined,xAttr,0.42587414,191,attributes of PersonX,PersonX traps inside,persistent,xAttr,0.41995034,191,attributes of PersonX,PersonX traps inside,aggressive,xAttr,0.41087073,191,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX tunes PersonX's guitar,none,oReact,0.6428196,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,grateful,oReact,0.40516037,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,jealous,oReact,0.28328928,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,thankful,oReact,0.27940103,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,helpful,oReact,0.25676346,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,shiny,oReact,0.25164878,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,PersonY's love,oReact,0.24413513,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,satisfied,oReact,0.237159,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,their makeup,oReact,0.23561986,459,reaction of others besides PersonX,PersonX tunes PersonX's guitar,also happy,oReact,0.23135583,459,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gets  late,apologize,xWant,0.5685004,192,PersonX might now want to,PersonX gets  late,to rest,xWant,0.46217024,192,PersonX might now want to,PersonX gets  late,go home,xWant,0.41921768,192,PersonX might now want to,PersonX gets  late,to sleep,xWant,0.3668095,192,PersonX might now want to,PersonX gets  late,to leave,xWant,0.36494815,192,PersonX might now want to,PersonX gets  late,to drink water,xWant,0.2993566,192,PersonX might now want to,PersonX gets  late,to relax,xWant,0.2968736,192,PersonX might now want to,PersonX gets  late,rest,xWant,0.29621854,192,PersonX might now want to,PersonX gets  late,each other,xWant,0.29379916,192,PersonX might now want to,PersonX gets  late,b,xWant,0.29115367,192,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX plays the fool,to approach PersonY,xNeed,0.3157555,193,"before the event, PersonX might need to",PersonX plays the fool,each other,xNeed,0.3025294,193,"before the event, PersonX might need to",PersonX plays the fool,i breath deeply in relief,xNeed,0.3005383,193,"before the event, PersonX might need to",PersonX plays the fool,the team is forced to pack up and go home as there are no other balls to play with,xNeed,0.28723788,193,"before the event, PersonX might need to",PersonX plays the fool,b,xNeed,0.27884957,193,"before the event, PersonX might need to",PersonX plays the fool,their dress,xNeed,0.277705,193,"before the event, PersonX might need to",PersonX plays the fool,to be angry,xNeed,0.26804277,193,"before the event, PersonX might need to",PersonX plays the fool,something on their face,xNeed,0.2674763,193,"before the event, PersonX might need to",PersonX plays the fool,the taxi driver has to get up from his nap to pick up x,xNeed,0.26293173,193,"before the event, PersonX might need to",PersonX plays the fool,partisan,xNeed,0.2624087,193,"before the event, PersonX might need to"
